Entity,Food Category,Sum of Production Value,Sum of Year,Target
Belarus,"Coffee, green Production (tonnes)",808663.9299999999,60195,161732.786
Belarus,Grapes  Production (tonnes),30761096,60195,6152219.2
Belarus,Maize Production (tonnes),12552280,60195,2510456
Belarus,"Meat, chicken  Production (tonnes)",1093701.9,60195,218740.38
Belarus,Oranges  Production (tonnes),16161.810000000001,60195,3232.3620000000005
Belarus,Palm oil  Production (tonnes),1116502,60195,223300.40000000002
Belarus,"Peas, dry Production (tonnes)",969977,60195,193995.40000000002
Belarus,Potatoes  Production (tonnes),25316,60195,5063.200000000001
Belarus,Rice  Production (tonnes),188698831.94,60195,37739766.388000004
Belarus,Rye  Production (tonnes),627185.89,60195,125437.17800000001
Belarus,Soybeans  Production (tonnes),852512,60195,170502.40000000002
Belarus,Sugar cane Production (tonnes),2982635700,60195,596527140
Belarus,Sunflower seed  Production (tonnes),13769222,60195,2753844.4000000004
Belarus,Sweet potatoes  Production (tonnes),13419708,60195,2683941.6
Belarus,Tea  Production (tonnes),24089123,60195,4817824.600000001
Belarus,Tomatoes Production (tonnes),4447748.72,60195,889549.744
Belarus,Wheat Production (tonnes),4412723,60195,882544.6000000001
Belarus,Yams  Production (tonnes),5877263.78,60195,1175452.756
Belgium,Apples Production (tonnes),3168643,44231,633728.6000000001
Belgium,Avocados Production (tonnes),419948,44231,83989.6
Belgium,Bananas  Production (tonnes),120305024,44231,24061004.8
Belgium,Cocoa beans Production (tonnes),23223,44231,4644.6
Belgium,"Coffee, green Production (tonnes)",853521.3400000001,44231,170704.26800000004
Belgium,Grapes  Production (tonnes),9706976,44231,1941395.2000000002
Belgium,Maize Production (tonnes),13317111,44231,2663422.2
Belgium,"Meat, chicken  Production (tonnes)",244253,44231,48850.600000000006
Belgium,Oranges  Production (tonnes),17661229.21,44231,3532245.842
Belgium,Palm oil  Production (tonnes),3849910,44231,769982
Belgium,"Peas, dry Production (tonnes)",600931.4299999999,44231,120186.286
Belgium,Potatoes  Production (tonnes),2870,44231,574
Belgium,Rice  Production (tonnes),230041859,44231,46008371.800000004
Belgium,Rye  Production (tonnes),108584,44231,21716.800000000003
Belgium,Soybeans  Production (tonnes),2366863,44231,473372.60000000003
Belgium,Sugar cane Production (tonnes),10362575.77,44231,2072515.154
Belgium,Sunflower seed  Production (tonnes),26149166,44231,5229833.2
Belgium,Sweet potatoes  Production (tonnes),6973,44231,1394.6000000000001
Belgium,Tea  Production (tonnes),213707,44231,42741.4
Belgium,Tomatoes Production (tonnes),5468880.4,44231,1093776.08
Belgium,Wheat Production (tonnes),5935937,44231,1187187.4000000001
Belgium,Yams  Production (tonnes),3450807.769999999,44231,690161.5539999999
Belgium-Luxembourg (FAO),Apples Production (tonnes),11727088,77220,2345417.6
Belgium-Luxembourg (FAO),Avocados Production (tonnes),7761968.63,77220,1552393.726
Belgium-Luxembourg (FAO),Bananas  Production (tonnes),130051428,77220,26010285.6
Belgium-Luxembourg (FAO),Cocoa beans Production (tonnes),10954719,77220,2190943.8000000003
Belgium-Luxembourg (FAO),"Coffee, green Production (tonnes)",857964.9299999999,77220,171592.986
Belgium-Luxembourg (FAO),Grapes  Production (tonnes),3866368,77220,773273.6000000001
Belgium-Luxembourg (FAO),Maize Production (tonnes),2031503,77220,406300.60000000003
Belgium-Luxembourg (FAO),"Meat, chicken  Production (tonnes)",4766971.57,77220,953394.3140000001
Belgium-Luxembourg (FAO),Oranges  Production (tonnes),540833971,77220,108166794.2
Belgium-Luxembourg (FAO),Palm oil  Production (tonnes),5743939,77220,1148787.8
Belgium-Luxembourg (FAO),"Peas, dry Production (tonnes)",50346930,77220,10069386
Belgium-Luxembourg (FAO),Potatoes  Production (tonnes),756697,77220,151339.4
Belgium-Luxembourg (FAO),Rice  Production (tonnes),165367586,77220,33073517.200000003
Belgium-Luxembourg (FAO),Rye  Production (tonnes),27824777.47,77220,5564955.494
Belgium-Luxembourg (FAO),Soybeans  Production (tonnes),526032.73,77220,105206.546
Belgium-Luxembourg (FAO),Sugar cane Production (tonnes),2779533,77220,555906.6
Belgium-Luxembourg (FAO),Sunflower seed  Production (tonnes),7902496,77220,1580499.2000000002
Belgium-Luxembourg (FAO),Sweet potatoes  Production (tonnes),249878.75000000003,77220,49975.75000000001
Belgium-Luxembourg (FAO),Tea  Production (tonnes),644438,77220,128887.6
Belgium-Luxembourg (FAO),Tomatoes Production (tonnes),6326989,77220,1265397.8
Belgium-Luxembourg (FAO),Wheat Production (tonnes),3296827,77220,659365.4
Belgium-Luxembourg (FAO),Yams  Production (tonnes),691394.22,77220,138278.844
Belize,Apples Production (tonnes),15856301,121451,3171260.2
Belize,Avocados Production (tonnes),374698.6500000001,121451,74939.73000000003
Belize,Bananas  Production (tonnes),8127432.79,121451,1625486.5580000002
Belize,Cocoa beans Production (tonnes),43084880.5,121451,8616976.1
Belize,"Coffee, green Production (tonnes)",35142800.34,121451,7028560.068000001
Belize,Grapes  Production (tonnes),3511638.3400000003,121451,702327.6680000001
Belize,Maize Production (tonnes),1969141,121451,393828.2
Belize,"Meat, chicken  Production (tonnes)",16398161,121451,3279632.2
Belize,Oranges  Production (tonnes),245257382.24,121451,49051476.44800001
Belize,Palm oil  Production (tonnes),15327585,121451,3065517
Belize,"Peas, dry Production (tonnes)",34742341.82,121451,6948468.364
Belize,Potatoes  Production (tonnes),22808454,121451,4561690.8
Belize,Rice  Production (tonnes),1454863.26,121451,290972.652
Belize,Rye  Production (tonnes),65442261.65,121451,13088452.33
Belize,Soybeans  Production (tonnes),136712157,121451,27342431.400000002
Belize,Sugar cane Production (tonnes),13119843.69,121451,2623968.738
Belize,Sunflower seed  Production (tonnes),2374068,121451,474813.60000000003
Belize,Sweet potatoes  Production (tonnes),5086814.06,121451,1017362.8119999999
Belize,Tea  Production (tonnes),171355,121451,34271
Belize,Tomatoes Production (tonnes),1971398,121451,394279.60000000003
Belize,Wheat Production (tonnes),49695255,121451,9939051
Belize,Yams  Production (tonnes),873829.6900000002,121451,174765.93800000005
Benin,Apples Production (tonnes),6208565.880000002,121451,1241713.1760000004
Benin,Avocados Production (tonnes),76288.7,121451,15257.74
Benin,Bananas  Production (tonnes),77102292.2,121451,15420458.440000001
Benin,Cocoa beans Production (tonnes),221037,121451,44207.4
Benin,"Coffee, green Production (tonnes)",5595755.290000001,121451,1119151.0580000002
Benin,Grapes  Production (tonnes),27052657.09000001,121451,5410531.418000002
Benin,Maize Production (tonnes),38502310,121451,7700462
Benin,"Meat, chicken  Production (tonnes)",2051112.87,121451,410222.574
Benin,Oranges  Production (tonnes),27221.530000000002,121451,5444.3060000000005
Benin,Palm oil  Production (tonnes),6236760,121451,1247352
Benin,"Peas, dry Production (tonnes)",216356.86000000002,121451,43271.372
Benin,Potatoes  Production (tonnes),36586217,121451,7317243.4
Benin,Rice  Production (tonnes),2262222,121451,452444.4
Benin,Rye  Production (tonnes),37808285.65,121451,7561657.13
Benin,Soybeans  Production (tonnes),22615916.900000002,121451,4523183.380000001
Benin,Sugar cane Production (tonnes),63715511.44,121451,12743102.288
Benin,Sunflower seed  Production (tonnes),13337692.819999998,121451,2667538.564
Benin,Sweet potatoes  Production (tonnes),34797738.7,121451,6959547.740000001
Benin,Tea  Production (tonnes),435604,121451,87120.8
Benin,Tomatoes Production (tonnes),6149162.2700000005,121451,1229832.4540000001
Benin,Wheat Production (tonnes),239691056,121451,47938211.2
Benin,Yams  Production (tonnes),140664175.49,121451,28132835.098000005
Bhutan,Apples Production (tonnes),45867755.589999996,121451,9173551.117999999
Bhutan,Avocados Production (tonnes),1028842.29,121451,205768.458
Bhutan,Bananas  Production (tonnes),7924919.340000001,121451,1584983.8680000002
Bhutan,Cocoa beans Production (tonnes),268160.28,121451,53632.05600000001
Bhutan,"Coffee, green Production (tonnes)",111843.23,121451,22368.646
Bhutan,Grapes  Production (tonnes),74601356.5,121451,14920271.3
Bhutan,Maize Production (tonnes),3938938,121451,787787.6000000001
Bhutan,"Meat, chicken  Production (tonnes)",688883.95,121451,137776.79
Bhutan,Oranges  Production (tonnes),2775648.2599999993,121451,555129.6519999999
Bhutan,Palm oil  Production (tonnes),315563,121451,63112.600000000006
Bhutan,"Peas, dry Production (tonnes)",2361268.15,121451,472253.63
Bhutan,Potatoes  Production (tonnes),140202263,121451,28040452.6
Bhutan,Rice  Production (tonnes),6324770.25,121451,1264954.05
Bhutan,Rye  Production (tonnes),4495870.640000001,121451,899174.1280000001
Bhutan,Soybeans  Production (tonnes),3261714.1799999997,121451,652342.836
Bhutan,Sugar cane Production (tonnes),16578368.1,121451,3315673.62
Bhutan,Sunflower seed  Production (tonnes),1725015.2000000002,121451,345003.04000000004
Bhutan,Sweet potatoes  Production (tonnes),2726563.67,121451,545312.734
Bhutan,Tea  Production (tonnes),687252,121451,137450.4
Bhutan,Tomatoes Production (tonnes),3335203.0100000002,121451,667040.6020000001
Bhutan,Wheat Production (tonnes),149599185,121451,29919837
Bhutan,Yams  Production (tonnes),90589245.6,121451,18117849.12
Bolivia,Apples Production (tonnes),48987307.300000004,121451,9797461.46
Bolivia,Avocados Production (tonnes),1056746.44,121451,211349.288
Bolivia,Bananas  Production (tonnes),41812622.2,121451,8362524.440000001
Bolivia,Cocoa beans Production (tonnes),1121069.72,121451,224213.94400000002
Bolivia,"Coffee, green Production (tonnes)",22038.169999999995,121451,4407.633999999999
Bolivia,Grapes  Production (tonnes),74534193.7,121451,14906838.740000002
Bolivia,Maize Production (tonnes),34801789,121451,6960357.800000001
Bolivia,"Meat, chicken  Production (tonnes)",88865.55999999998,121451,17773.111999999997
Bolivia,Oranges  Production (tonnes),29318239.97,121451,5863647.994
Bolivia,Palm oil  Production (tonnes),7544955.570000001,121451,1508991.1140000003
Bolivia,"Peas, dry Production (tonnes)",53687253.83,121451,10737450.766
Bolivia,Potatoes  Production (tonnes),33592405,121451,6718481
Bolivia,Rice  Production (tonnes),50469866.800000004,121451,10093973.360000001
Bolivia,Rye  Production (tonnes),28072474,121451,5614494.800000001
Bolivia,Soybeans  Production (tonnes),347331500,121451,69466300
Bolivia,Sugar cane Production (tonnes),3326313654,121451,665262730.8000001
Bolivia,Sunflower seed  Production (tonnes),77387125,121451,15477425
Bolivia,Sweet potatoes  Production (tonnes),10908097.64,121451,2181619.5280000004
Bolivia,Tea  Production (tonnes),12486796,121451,2497359.2
Bolivia,Tomatoes Production (tonnes),1679013.6,121451,335802.72000000003
Bolivia,Wheat Production (tonnes),311155,121451,62231
Bolivia,Yams  Production (tonnes),6938775.46,121451,1387755.0920000002
Bosnia and Herzegovina,Apples Production (tonnes),47335527.9,60195,9467105.58
Bosnia and Herzegovina,Avocados Production (tonnes),538031.45,60195,107606.29
Bosnia and Herzegovina,Bananas  Production (tonnes),168306.54,60195,33661.308000000005
Bosnia and Herzegovina,Cocoa beans Production (tonnes),1744429.0400000003,60195,348885.8080000001
Bosnia and Herzegovina,"Coffee, green Production (tonnes)",1908733.79,60195,381746.75800000003
Bosnia and Herzegovina,Grapes  Production (tonnes),200371853,60195,40074370.6
Bosnia and Herzegovina,Maize Production (tonnes),24788984,60195,4957796.8
Bosnia and Herzegovina,"Meat, chicken  Production (tonnes)",475080.69000000006,60195,95016.13800000002
Bosnia and Herzegovina,Oranges  Production (tonnes),876662.3099999999,60195,175332.462
Bosnia and Herzegovina,Palm oil  Production (tonnes),3130598.42,60195,626119.684
Bosnia and Herzegovina,"Peas, dry Production (tonnes)",37793500,60195,7558700
Bosnia and Herzegovina,Potatoes  Production (tonnes),942903,60195,188580.6
Bosnia and Herzegovina,Rice  Production (tonnes),147557122,60195,29511424.400000002
Bosnia and Herzegovina,Rye  Production (tonnes),10850368,60195,2170073.6
Bosnia and Herzegovina,Soybeans  Production (tonnes),403053646,60195,80610729.2
Bosnia and Herzegovina,Sugar cane Production (tonnes),300581982,60195,60116396.400000006
Bosnia and Herzegovina,Sunflower seed  Production (tonnes),40505528,60195,8101105.600000001
Bosnia and Herzegovina,Sweet potatoes  Production (tonnes),122576,60195,24515.2
Bosnia and Herzegovina,Tea  Production (tonnes),135041,60195,27008.2
Bosnia and Herzegovina,Tomatoes Production (tonnes),21099414.07,60195,4219882.814
Bosnia and Herzegovina,Wheat Production (tonnes),160469601,60195,32093920.200000003
Bosnia and Herzegovina,Yams  Production (tonnes),202868.59999999998,60195,40573.72
Botswana,Apples Production (tonnes),903002977,121451,180600595.4
Botswana,Avocados Production (tonnes),163233.54,121451,32646.708000000002
Botswana,Bananas  Production (tonnes),54331226.99,121451,10866245.398000002
Botswana,Cocoa beans Production (tonnes),4292.6900000000005,121451,858.5380000000001
Botswana,"Coffee, green Production (tonnes)",10252287.36,121451,2050457.472
Botswana,Grapes  Production (tonnes),223068971,121451,44613794.2
Botswana,Maize Production (tonnes),868149,121451,173629.80000000002
Botswana,"Meat, chicken  Production (tonnes)",9149572.56,121451,1829914.512
Botswana,Oranges  Production (tonnes),54622800.44,121451,10924560.088
Botswana,Palm oil  Production (tonnes),11422880,121451,2284576
Botswana,"Peas, dry Production (tonnes)",104037857.2,121451,20807571.44
Botswana,Potatoes  Production (tonnes),2234129,121451,446825.80000000005
Botswana,Rice  Production (tonnes),68278561,121451,13655712.200000001
Botswana,Rye  Production (tonnes),68632623.03,121451,13726524.606
Botswana,Soybeans  Production (tonnes),667452406,121451,133490481.2
Botswana,Sugar cane Production (tonnes),2573808869.2,121451,514761773.84
Botswana,Sunflower seed  Production (tonnes),36213674,121451,7242734.800000001
Botswana,Sweet potatoes  Production (tonnes),21749106.85,121451,4349821.37
Botswana,Tea  Production (tonnes),248005,121451,49601
Botswana,Tomatoes Production (tonnes),124069444.15,121451,24813888.830000002
Botswana,Wheat Production (tonnes),1285740992,121451,257148198.4
Botswana,Yams  Production (tonnes),1011353.26,121451,202270.652
Brazil,Apples Production (tonnes),862231855.35,121451,172446371.07000002
Brazil,Avocados Production (tonnes),706615,121451,141323
Brazil,Bananas  Production (tonnes),44732579,121451,8946515.8
Brazil,Cocoa beans Production (tonnes),940807.53,121451,188161.50600000002
Brazil,"Coffee, green Production (tonnes)",7487060.47,121451,1497412.094
Brazil,Grapes  Production (tonnes),3827024.0300000003,121451,765404.8060000001
Brazil,Maize Production (tonnes),2185253306,121451,437050661.20000005
Brazil,"Meat, chicken  Production (tonnes)",459063.21,121451,91812.642
Brazil,Oranges  Production (tonnes),158421070.33000004,121451,31684214.06600001
Brazil,Palm oil  Production (tonnes),251055.55,121451,50211.11
Brazil,"Peas, dry Production (tonnes)",14336045.26,121451,2867209.052
Brazil,Potatoes  Production (tonnes),5290175,121451,1058035
Brazil,Rice  Production (tonnes),57609288.019999996,121451,11521857.604
Brazil,Rye  Production (tonnes),928050491.88,121451,185610098.37600002
Brazil,Soybeans  Production (tonnes),5543818.7,121451,1108763.74
Brazil,Sugar cane Production (tonnes),1789531897,121451,357906379.40000004
Brazil,Sunflower seed  Production (tonnes),3458398.73,121451,691679.746
Brazil,Sweet potatoes  Production (tonnes),20612865.149999995,121451,4122573.0299999993
Brazil,Tea  Production (tonnes),90473,121451,18094.600000000002
